2008,1,3,4,2003,1955,2211,2225,WN,335,N712SW,128,150,116,-14,8,IAD,TPA,810,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,754,735,1002,1000,WN,3231,N772SW,128,145,113,2,19,IAD,TPA,810,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,628,620,804,750,WN,448,N428WN,96,90,76,14,8,IND,BWI,515,3,17,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,926,930,1054,1100,WN,1746,N612SW,88,90,78,-6,-4,IND,BWI,515,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1829,1755,1959,1925,WN,3920,N464WN,90,90,77,34,34,IND,BWI,515,3,10,0,,0,2,0,0,0,32
2008,1,3,4,1940,1915,2121,2110,WN,378,N726SW,101,115,87,11,25,IND,JAX,688,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1937,1830,2037,1940,WN,509,N763SW,240,250,230,57,67,IND,LAS,1591,3,7,0,,0,10,0,0,0,47
2008,1,3,4,1039,1040,1132,1150,WN,535,N428WN,233,250,219,-18,-1,IND,LAS,1591,7,7,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,617,615,652,650,WN,11,N689SW,95,95,70,2,2,IND,MCI,451,6,19,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1620,1620,1639,1655,WN,810,N648SW,79,95,70,-16,0,IND,MCI,451,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,706,700,916,915,WN,100,N690SW,130,135,106,1,6,IND,MCO,828,5,19,0,,0,NA,NA,NA,NA,NA
2008,1,14,1,1701,1705,1816,1837,XE,3108,N26141,75,92,47,-21,-4,RIC,EWR,278,7,21,0,,0,NA,NA,NA,NA,NA
2008,1,14,1,1006,1010,1340,1355,XE,2534,N12145,154,165,134,-15,-4,IAH,PIT,1117,11,9,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,2042,1935,4,2307,XE,2777,N14158,142,152,116,57,67,IAH,GSO,986,3,23,0,,0,0,0,0,0,57
2008,1,17,4,1555,1605,1710,1715,XE,2473,N15941,75,70,61,-5,-10,BTR,IAH,253,6,8,0,,0,NA,NA,NA,NA,NA
2008,1,28,1,1357,1400,1609,1620,XE,2064,N18982,132,140,108,-11,-3,IND,EWR,644,7,17,0,,0,NA,NA,NA,NA,NA
2008,1,4,5,1025,930,1516,1424,UA,991,N405UA,231,234,210,52,55,IAD,STT,1605,5,16,0,,0,52,0,0,0,0
2008,1,8,2,926,930,1407,1417,UA,991,N413UA,221,227,200,-10,-4,IAD,STT,1605,4,17,0,,0,NA,NA,NA,NA,NA
2008,1,10,4,1141,930,1652,1417,UA,991,N435UA,251,227,234,155,131,IAD,STT,1605,5,12,0,,0,131,0,24,0,0
2008,1,11,5,921,930,1422,1417,UA,991,N404UA,241,227,212,5,-9,IAD,STT,1605,5,24,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,926,930,1417,1417,UA,991,N409UA,231,227,209,0,-4,IAD,STT,1605,6,16,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,922,930,1405,1417,UA,991,N409UA,223,227,204,-12,-8,IAD,STT,1605,3,16,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,930,930,1441,1417,UA,991,N413UA,251,227,212,24,0,IAD,STT,1605,4,35,0,,0,0,0,24,0,0
2008,1,22,2,1001,930,1449,1417,UA,991,N405UA,228,227,208,32,31,IAD,STT,1605,5,15,0,,0,31,0,1,0,0
2008,1,24,4,925,930,1421,1417,UA,991,N403UA,236,227,217,4,-5,IAD,STT,1605,4,15,0,,0,NA,NA,NA,NA,NA
2008,1,25,5,928,930,1406,1417,UA,991,N405UA,218,227,200,-11,-2,IAD,STT,1605,5,13,0,,0,NA,NA,NA,NA,NA
2008,1,29,2,924,930,1358,1417,UA,991,N412UA,214,227,197,-19,-6,IAD,STT,1605,6,11,0,,0,NA,NA,NA,NA,NA
2008,1,31,4,930,930,1416,1417,UA,991,N405UA,226,227,198,-1,0,IAD,STT,1605,6,22,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1728,1735,2013,2040,UA,991,N409UA,225,245,207,-27,-7,SJU,IAD,1571,5,13,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1723,1735,2008,2040,UA,991,N403UA,225,245,207,-32,-12,SJU,IAD,1571,7,11,0,,0,NA,NA,NA,NA,NA
2008,1,4,5,1736,1735,2032,2040,UA,991,N405UA,236,245,210,-8,1,SJU,IAD,1571,7,19,0,,0,NA,NA,NA,NA,NA
